id_transacao,cpf_origem,cpf_destino,tipo_transacao,valor,data,hora
5210,348.512.067-71,790.832.654-47,Pix Enviado,9342.14,2026-01-20,04:33:03
2540,821.043.657-08,509.476.138-20,Saque Pix,45.3,2026-01-18,19:08:05
2172,195.730.482-05,629.048.315-33,Saque Pix,13.11,2026-01-24,18:27:45
2512,729.835.106-03,301.274.698-69,Transferência,28.92,2026-01-11,07:00:24
4104,540.873.916-39,539.867.201-03,Saque Pix,42.74,2026-01-31,12:08:45
4421,659.043.178-75,659.043.178-75,Transferência,4.9,2026-01-29,08:57:59
3215,081.254.963-51,039.856.271-77,Saque Pix,101.63,2026-01-18,10:42:46
4858,673.185.204-07,024.561.793-07,Pix Enviado,4.6,2026-01-13,09:24:32
111,247.159.863-37,593.716.824-00,Pix Recebido,193.65,2026-01-23,23:10:33
4803,085.376.429-83,296.308.147-22,Saque Pix,9.3,2026-01-15,15:41:22
2429,341.586.027-26,941.267.358-28,Pix Recebido,108.37,2026-01-27,13:14:52
1258,062.371.594-52,874.361.592-91,Saque Pix,41.86,2026-01-03,11:14:27
3724,503.197.648-93,603.184.597-01,Pix Enviado,102.42,2026-01-26,06:12:49
5048,827.134.059-04,148.509.372-41,Pix Enviado,61.82,2026-01-09,11:37:00
1253,203.195.784-88,109.874.632-50,Pix Recebido,180.26,2026-01-21,11:15:06
750,960.215.837-95,710.385.264-26,Saque Pix,217.17,2026-01-15,07:15:17
3085,476.018.539-93,361.498.250-51,Pagamento,42.61,2026-01-22,20:07:21
33,916.327.540-61,291.806.534-05,Pix Enviado,6.71,2026-01-25,09:51:47
1715,361.498.250-51,790.562.348-38,Pagamento,506.46,2026-01-08,17:17:34
4152,104.927.683-31,395.671.042-80,Pix Enviado,18.03,2026-01-05,21:06:26
566,749.326.150-43,631.892.540-60,Pagamento,25.4,2026-01-13,23:30:12
2604,352.987.164-82,089.647.251-58,Saque Pix,62.96,2026-01-06,19:56:19
1028,469.013.275-52,359.410.728-05,Transferência,157.02,2026-01-04,09:13:07
5076,852.976.043-38,375.210.489-97,Pix Enviado,172.06,2026-01-03,14:40:00
2400,035.978.642-10,479.028.536-74,Pix Enviado,8.55,2026-01-02,08:40:51
3956,420.156.983-70,215.439.087-05,Pix Enviado,12.18,2026-01-23,14:47:05
3552,753.206.498-00,865.124.307-35,Pix Recebido,22.93,2026-01-05,18:32:38
674,574.190.283-97,149.072.865-11,Saque Pix,15.37,2026-01-12,19:02:26
1202,236.174.085-08,391.256.840-51,Pix Enviado,1.82,2026-01-08,11:40:13
3036,652.184.037-17,695.172.430-06,Pix Enviado,215.85,2026-01-31,02:36:34
3737,097.213.685-12,427.150.893-41,Transferência,24.06,2026-01-23,11:46:53
3473,025.167.489-49,104.927.683-31,Saque Pix,19.7,2026-01-16,06:17:18
2066,798.130.564-01,036.571.248-53,Pagamento,24.97,2026-01-21,14:08:51
1327,593.106.728-03,248.195.730-04,Pix Enviado,11.54,2026-01-03,20:50:37
1795,230.541.986-42,194.583.260-60,Pix Recebido,13.99,2026-01-15,22:42:11
1582,274.351.069-25,426.789.013-78,Saque Pix,33.37,2026-01-31,13:28:45
4084,901.527.634-06,790.864.213-69,Saque Pix,96.57,2026-01-01,21:03:47
1424,264.708.951-58,673.185.204-07,Saque Pix,14.49,2026-01-21,07:07:51
1654,913.025.468-05,632.549.807-00,Pix Recebido,457.65,2026-01-19,11:03:59
1387,984.621.053-15,358.274.160-53,Saque Pix,10.36,2026-01-09,17:18:12
925,302.987.615-21,826.045.791-11,Pagamento,15.02,2026-01-08,08:29:42
1116,296.035.418-42,813.729.654-91,Pix Recebido,9.29,2026-01-08,20:17:51
3623,708.263.914-78,012.938.654-51,Pagamento,24.16,2026-01-12,13:02:32
4227,137.058.694-93,534.106.978-10,Transferência,107.92,2026-01-23,18:54:21
2687,260.549.387-38,215.439.087-05,Pagamento,3.93,2026-01-14,12:08:57
4659,362.794.051-25,042.837.195-79,Pix Recebido,5.59,2026-01-29,22:50:37
1125,302.987.451-60,756.231.089-03,Pix Enviado,15.12,2026-01-04,18:59:06
2167,901.527.634-06,687.203.154-90,Pix Recebido,45.52,2026-01-07,15:31:28
4815,736.425.198-73,617.409.532-07,Pix Enviado,27.19,2026-01-26,04:31:49
3376,391.256.840-51,632.549.807-00,Saque Pix,113.22,2026-01-01,12:32:33
2221,304.752.186-71,056.794.832-38,Saque Pix,23.86,2026-01-25,12:48:07
3735,014.386.759-84,164.753.029-61,Pix Recebido,149.81,2026-01-04,21:39:38
1865,195.730.482-05,465.273.108-62,Transferência,19.76,2026-01-04,20:06:45
3191,524.963.071-52,081.254.963-51,Pix Enviado,20.24,2026-01-08,20:14:41
736,865.124.307-35,046.157.823-90,Pagamento,4.46,2026-01-26,20:57:28
4111,147.529.380-14,479.028.536-74,Pagamento,41.63,2026-01-14,15:37:25
309,790.314.562-25,760.481.293-78,Pagamento,58.01,2026-01-03,13:33:39
3513,973.125.408-05,301.274.698-69,Pix Recebido,10.08,2026-01-20,18:29:23
807,621.973.504-80,356.810.749-00,Saque Pix,50.66,2026-01-26,19:34:01
4007,194.583.260-60,031.794.582-32,Pagamento,31.24,2026-01-08,22:28:50
5190,432.069.581-05,258.340.619-15,Pix Enviado,500,2026-01-22,14:03:11
1879,695.132.704-16,235.879.640-92,Transferência,40.61,2026-01-27,21:12:19
3293,513.480.629-24,760.481.293-78,Pix Recebido,77.4,2026-01-20,22:38:10
4994,104.927.683-31,496.081.753-48,Pagamento,27.94,2026-01-03,18:03:41
376,716.983.054-00,378.124.690-69,Pix Enviado,55.76,2026-01-02,19:12:09
890,045.927.163-61,062.371.594-52,Pagamento,49.62,2026-01-04,19:03:48
2523,356.810.749-00,261.430.597-99,Pix Recebido,29.39,2026-01-29,06:49:16
50,497.025.613-61,605.283.497-83,Pix Enviado,70.33,2026-01-27,12:20:31
618,851.249.036-51,251.089.473-05,Pix Enviado,128.31,2026-01-31,16:33:38
2205,617.945.023-43,730.458.921-32,Saque Pix,18.81,2026-01-29,15:46:49
2986,726.043.958-00,865.124.307-35,Pix Enviado,29.27,2026-01-07,16:18:00
3819,159.062.437-80,296.518.073-77,Pix Enviado,56.19,2026-01-01,11:18:36
3899,164.728.503-80,465.273.108-62,Pagamento,21.24,2026-01-01,15:11:09
2886,062.371.594-52,761.540.389-84,Saque Pix,10.27,2026-01-17,22:35:03
581,892.053.741-05,708.263.914-78,Pix Enviado,58.04,2026-01-16,17:51:10
4861,072.184.659-94,908.617.235-03,Pix Enviado,30.41,2026-01-04,22:21:40
2972,906.432.781-50,682.314.079-87,Pix Enviado,63.78,2026-01-01,06:08:14
2072,403.298.175-23,104.736.958-39,Pix Recebido,95.84,2026-01-10,08:40:03
1089,659.438.017-66,095.126.384-60,Pix Recebido,53.65,2026-01-04,09:36:00
4544,219.347.805-88,543.612.807-62,Saque Pix,49.05,2026-01-30,02:56:44
4620,431.026.795-52,149.072.865-11,Saque Pix,1.49,2026-01-14,08:34:52
2974,321.075.869-77,069.251.738-30,Pix Enviado,81.9,2026-01-27,08:03:23
272,180.645.723-71,120.985.436-89,Pix Enviado,220.45,2026-01-21,08:38:35
2662,851.672.349-64,367.158.024-08,Pagamento,31.91,2026-01-11,12:33:59
1392,127.063.948-03,392.061.754-16,Pix Recebido,62.02,2026-01-25,05:52:57
3892,126.735.894-73,786.923.540-74,Pix Recebido,99.6,2026-01-16,22:26:07
1822,302.987.451-60,467.395.081-00,Pagamento,39.31,2026-01-16,16:05:36
4989,813.729.654-91,695.132.704-16,Pix Recebido,15.14,2026-01-11,19:18:44
2561,063.418.279-03,624.158.397-28,Pix Recebido,10.25,2026-01-09,17:47:53
4531,362.794.051-25,602.975.148-49,Saque Pix,33.43,2026-01-10,09:49:34
417,165.270.834-08,195.364.028-15,Pix Enviado,246.35,2026-01-17,20:03:47
485,790.138.246-50,509.127.834-60,Saque Pix,8.55,2026-01-22,18:29:48
2415,659.438.702-29,726.043.958-00,Pagamento,23.01,2026-01-11,06:15:12
4591,790.138.246-50,405.623.871-53,Pagamento,39.78,2026-01-24,15:19:35
4265,325.769.084-38,306.871.524-53,Transferência,39.64,2026-01-08,14:46:40
4699,127.063.948-03,834.062.951-42,Pix Recebido,20.4,2026-01-22,17:48:26
1504,635.492.107-52,364.751.092-07,Transferência,42.54,2026-01-01,16:27:43
439,632.549.807-00,756.231.089-03,Transferência,5.09,2026-01-28,07:27:19
3836,235.879.640-92,198.073.462-31,Pix Enviado,15.67,2026-01-21,07:58:31
4375,312.689.475-55,874.510.369-01,Pix Recebido,25.18,2026-01-14,12:05:25
2232,465.273.108-62,790.864.213-69,Pagamento,41.36,2026-01-05,20:12:32
4045,630.459.872-65,657.413.290-80,Pagamento,63.75,2026-01-23,16:52:45
3283,285.793.146-82,740.268.135-17,Pix Recebido,55.23,2026-01-26,06:06:00
43,812.540.796-02,201.479.685-85,Pagamento,13.19,2026-01-29,19:40:22
4910,465.902.381-89,736.541.829-09,Transferência,133.15,2026-01-13,10:21:31
2108,387.596.024-65,810.723.956-30,Saque Pix,221.76,2026-01-30,19:32:46
2464,539.867.201-03,829.361.574-55,Pix Enviado,32.49,2026-01-11,06:18:55
4913,137.268.905-21,180.645.723-71,Saque Pix,8.45,2026-01-17,15:12:05
4387,023.157.896-21,081.254.963-51,Saque Pix,78.15,2026-01-08,06:47:15
2107,204.596.718-20,603.458.791-39,Pagamento,40.63,2026-01-09,19:47:12
3236,209.851.367-40,782.914.356-00,Pix Recebido,48.18,2026-01-12,14:38:37
2227,853.612.094-06,524.963.071-52,Pix Enviado,15.92,2026-01-23,15:30:48
5145,841.670.395-75,243.587.609-29,Pix Enviado,1000,2026-01-23,17:14:46
806,403.182.657-53,147.638.250-62,Pix Enviado,15.39,2026-01-18,06:34:16
4465,024.157.986-49,932.768.045-65,Pix Enviado,133.78,2026-01-23,16:02:37
1238,913.540.827-88,923.150.784-23,Saque Pix,19.39,2026-01-11,15:35:15
26,749.326.150-43,360.479.185-57,Transferência,80.87,2026-01-05,17:55:57
1423,904.586.321-98,469.013.275-52,Pagamento,113.08,2026-01-13,12:52:22
1924,730.458.921-32,138.470.659-39,Pagamento,56.96,2026-01-26,20:06:02
2770,580.364.297-56,821.043.657-08,Pix Enviado,51.1,2026-01-25,07:38:35
2757,568.790.312-77,294.867.315-19,Pix Enviado,73.15,2026-01-14,15:03:47
544,309.821.576-30,497.025.613-61,Saque Pix,157.83,2026-01-23,08:24:57
2413,913.540.827-88,682.314.079-87,Pix Enviado,40.28,2026-01-21,07:22:48
4488,471.953.820-79,321.075.869-77,Pix Enviado,10.78,2026-01-10,17:35:24
3187,120.985.436-89,209.814.765-11,Pagamento,11.2,2026-01-13,16:14:31
3887,465.902.381-89,467.935.201-99,Saque Pix,13.1,2026-01-01,20:40:13
2118,657.413.290-80,587.623.149-55,Transferência,13.95,2026-01-13,23:57:26
2695,426.789.013-78,695.132.704-16,Pagamento,29.42,2026-01-12,07:02:58
2507,329.140.657-52,230.541.986-42,Transferência,78.36,2026-01-19,15:33:37
4696,294.867.315-19,815.437.906-66,Pix Enviado,50.49,2026-01-10,06:35:37
4096,518.746.029-30,809.352.671-40,Pagamento,22.57,2026-01-02,16:47:22
1655,648.905.137-01,821.043.657-08,Pix Enviado,32.88,2026-01-09,09:35:47
4623,529.607.843-83,109.867.534-75,Saque Pix,21.83,2026-01-08,14:28:40
3474,356.810.749-00,279.683.410-78,Pix Enviado,12.44,2026-01-27,19:59:48
689,418.326.590-89,362.794.051-25,Pix Recebido,11.82,2026-01-22,20:19:12
486,206.791.835-40,136.258.904-70,Saque Pix,121.62,2026-01-03,16:33:41
835,624.158.397-28,730.458.921-32,Transferência,89.08,2026-01-07,18:31:53
2411,423.079.615-34,834.062.951-42,Saque Pix,54.06,2026-01-29,11:12:38
2925,826.043.157-26,631.892.540-60,Pix Recebido,57.21,2026-01-29,03:06:44
4503,427.150.893-41,206.791.835-40,Pix Recebido,2.33,2026-01-13,04:05:35
83,740.356.819-20,954.867.201-49,Pagamento,42.0,2026-01-14,13:49:32
2132,467.935.201-99,309.821.576-30,Saque Pix,53.93,2026-01-04,14:49:14
1914,107.563.284-62,325.769.084-38,Pagamento,21.84,2026-01-19,18:00:38
4538,549.386.270-00,784.351.690-57,Pagamento,13.02,2026-01-01,10:31:07
3479,035.978.642-10,024.561.793-07,Pix Enviado,17.7,2026-01-09,08:38:50
5131,830.927.461-04,163.905.784-66,Pix Enviado,115.41,2026-01-03,09:47:00
3628,175.602.348-44,826.510.937-77,Pix Enviado,65.55,2026-01-29,18:46:55
2307,059.872.634-92,164.753.029-61,Pagamento,9.18,2026-01-27,02:15:13
1328,715.036.498-57,736.541.829-09,Transferência,17.85,2026-01-01,16:06:44
328,540.873.916-39,782.914.356-00,Saque Pix,104.55,2026-01-21,09:31:01
3606,137.058.694-93,079.652.148-49,Transferência,20.41,2026-01-11,06:24:54
370,602.975.148-49,906.432.781-50,Pix Enviado,24.67,2026-01-09,08:17:31
3643,705.261.389-12,497.025.613-61,Saque Pix,95.45,2026-01-18,19:19:47
1593,790.864.213-69,190.576.328-02,Pix Recebido,71.54,2026-01-09,16:50:42
711,613.924.875-28,842.967.503-56,Transferência,36.59,2026-01-27,01:36:45
1975,479.156.832-09,690.582.174-85,Pagamento,22.77,2026-01-31,16:47:42
3787,104.927.683-31,498.635.072-29,Pagamento,24.18,2026-01-27,20:11:38
1794,904.586.321-98,036.571.248-53,Pix Recebido,8.82,2026-01-04,16:17:23
230,736.541.829-09,120.985.436-89,Pix Recebido,26.02,2026-01-20,08:07:55
4957,950.431.628-05,497.025.613-61,Pix Enviado,59.1,2026-01-24,03:18:29
3733,047.359.216-99,764.051.298-02,Transferência,166.05,2026-01-16,00:54:42
3893,920.863.174-50,264.708.951-58,Pix Recebido,62.9,2026-01-14,20:59:59
456,862.059.741-85,540.873.916-39,Transferência,15.71,2026-01-07,21:01:46
3313,247.159.863-37,940.627.158-30,Pix Enviado,356.06,2026-01-03,08:37:39
3072,347.509.162-34,495.327.081-97,Pix Recebido,92.44,2026-01-10,22:43:32
2477,627.453.189-00,853.612.094-06,Transferência,3.04,2026-01-31,10:11:18
3120,408.259.671-20,145.370.268-71,Transferência,91.44,2026-01-02,12:09:29
3864,921.346.750-80,147.638.250-62,Transferência,48.62,2026-01-21,09:42:56
1915,954.731.820-97,307.815.642-71,Transferência,47.83,2026-01-15,02:39:55
872,149.072.865-11,186.472.509-58,Transferência,32.17,2026-01-08,10:14:30
392,387.190.524-05,760.481.293-78,Pix Recebido,28.46,2026-01-16,14:06:38
3604,809.352.671-40,916.327.540-61,Pagamento,16.13,2026-01-06,10:45:49
315,365.182.970-77,340.572.189-04,Saque Pix,5.97,2026-01-02,23:35:50
1270,376.920.158-21,809.352.671-40,Transferência,12.86,2026-01-18,08:18:29
1918,602.138.497-04,678.925.134-00,Saque Pix,69.73,2026-01-13,11:45:28
4481,035.978.642-10,862.059.741-85,Pix Recebido,15.69,2026-01-05,13:07:17
3620,603.124.987-13,385.614.290-89,Pagamento,29.06,2026-01-27,11:08:14
1302,901.527.634-06,124.765.890-20,Pix Recebido,13.47,2026-01-23,17:36:21
2033,736.902.184-03,682.314.079-87,Pagamento,8.1,2026-01-19,12:38:26
2289,025.167.489-49,073.852.491-32,Pagamento,226.3,2026-01-13,22:31:42
5138,261.385.409-05,715.046.938-84,Pix Enviado,102.3,2026-01-13,22:48:00
2897,784.952.361-09,603.458.791-39,Transferência,34.91,2026-01-30,07:27:12
1656,379.206.814-13,946.572.813-64,Pix Enviado,79.24,2026-01-31,14:32:30
2421,378.124.690-69,648.905.137-01,Pix Enviado,55.05,2026-01-18,02:46:32
3926,613.924.875-28,821.476.305-35,Saque Pix,88.42,2026-01-31,07:57:40
2490,908.617.235-03,206.189.473-96,Pagamento,829.1,2026-01-30,23:56:36
4130,042.167.385-08,395.127.680-03,Saque Pix,53.1,2026-01-21,12:25:35
4898,165.270.834-08,387.596.024-65,Saque Pix,41.05,2026-01-23,15:50:59
3740,815.274.369-00,608.471.239-87,Saque Pix,84.21,2026-01-01,10:51:36
1517,062.371.594-52,539.867.201-03,Transferência,31.88,2026-01-03,18:40:27
52,294.357.081-88,543.612.807-62,Transferência,46.53,2026-01-27,19:56:14
3842,690.582.174-85,204.563.198-24,Transferência,8.58,2026-01-06,10:06:10
3197,395.671.042-80,913.086.257-40,Pagamento,4.75,2026-01-10,19:10:36
1703,534.106.978-10,736.425.198-73,Transferência,77.39,2026-01-04,08:28:15
5162,073.142.965-61,306.175.294-34,Pix Enviado,500,2026-01-31,12:03:38
4442,729.835.106-03,235.879.640-92,Saque Pix,46.19,2026-01-01,08:45:38
1610,705.924.186-85,641.305.897-84,Saque Pix,63.06,2026-01-29,21:21:49
4082,908.617.235-03,736.902.184-03,Saque Pix,74.48,2026-01-02,18:40:32
3221,137.058.694-93,036.571.248-53,Transferência,56.21,2026-01-28,06:34:05
1234,160.592.478-49,180.645.723-71,Pagamento,15.47,2026-01-01,10:56:50
378,728.045.693-65,495.327.081-97,Pix Enviado,10.61,2026-01-05,23:53:34
4102,269.705.413-80,063.418.279-03,Transferência,422.46,2026-01-13,09:08:32
1798,521.463.087-53,267.940.315-07,Pagamento,22.35,2026-01-18,08:09:16
3048,238.164.507-17,493.710.526-43,Pix Enviado,28.72,2026-01-19,23:40:43
902,498.630.715-01,605.432.978-29,Pagamento,16.62,2026-01-20,01:50:58
164,728.045.693-65,413.589.027-04,Pagamento,27.02,2026-01-08,07:15:49
25,936.807.412-78,842.967.503-56,Transferência,72.38,2026-01-11,21:36:14
591,684.512.790-58,247.186.530-53,Pix Recebido,16.91,2026-01-30,11:17:40
1142,386.452.079-74,657.408.913-10,Pagamento,3.36,2026-01-10,19:12:00
1668,465.273.108-62,874.361.592-91,Pagamento,64.02,2026-01-31,20:52:53
5072,852.976.043-38,817.945.036-84,Pix Enviado,259.07,2026-01-03,14:40:00
3500,180.645.723-71,014.386.759-84,Saque Pix,28.13,2026-01-01,08:03:36
16,285.793.146-82,815.274.369-00,Transferência,169.19,2026-01-27,16:36:56
899,127.063.948-03,570.349.681-01,Pix Recebido,135.94,2026-01-06,19:36:34
270,215.439.087-05,706.384.125-44,Saque Pix,22.21,2026-01-25,07:37:49
1061,659.438.702-29,062.371.594-52,Pagamento,88.03,2026-01-13,15:14:41
4614,829.361.705-59,904.586.321-98,Pix Recebido,10.98,2026-01-07,21:43:38
1133,439.675.218-00,679.184.025-02,Transferência,19.55,2026-01-30,17:43:18
568,835.460.719-48,274.351.069-25,Pix Enviado,83.25,2026-01-15,18:16:36
766,103.426.978-03,509.476.138-20,Pix Enviado,20.31,2026-01-14,16:00:36
3013,790.562.348-38,496.081.753-48,Pagamento,49.61,2026-01-28,23:56:30
3041,586.142.937-55,418.326.590-89,Saque Pix,60.41,2026-01-08,12:18:55
4802,204.563.198-24,571.039.846-20,Pagamento,59.09,2026-01-13,16:43:12
2212,698.405.127-49,753.081.629-21,Pagamento,12.05,2026-01-07,09:14:22
3095,350.298.164-70,617.945.023-43,Pix Enviado,498.02,2026-01-22,21:44:01
4927,538.164.790-57,274.083.165-07,Transferência,2.66,2026-01-08,22:56:51
3689,195.742.360-99,624.158.397-28,Pagamento,24.24,2026-01-23,20:41:04
292,705.612.893-95,641.305.897-84,Transferência,73.14,2026-01-18,21:00:58
5009,418.672.593-46,789.465.312-82,Pix Enviado,139.21,2026-01-22,14:19:00
4798,682.314.079-87,356.810.749-00,Pix Enviado,2.57,2026-01-06,12:35:19
639,294.867.315-19,635.092.714-16,Pix Enviado,10.85,2026-01-11,08:11:51
382,175.084.369-20,790.562.348-38,Transferência,6.3,2026-01-09,22:57:04
2060,603.124.987-13,695.172.430-06,Transferência,186.13,2026-01-30,10:43:31
2300,723.504.691-07,526.831.497-19,Pix Enviado,49.45,2026-01-19,12:28:04
5156,268.079.541-58,931.064.825-24,Pix Enviado,100,2026-01-12,09:28:53
5194,432.069.581-05,791.328.405-60,Pix Enviado,500,2026-01-02,17:11:12
1872,175.602.348-44,325.841.760-17,Saque Pix,13.4,2026-01-02,08:53:49
5167,073.142.965-61,014.823.576-07,Pix Enviado,500,2026-01-21,14:23:44
3685,408.259.671-20,635.092.714-16,Pix Recebido,154.91,2026-01-03,20:19:08
2613,936.807.412-78,512.398.047-41,Transferência,36.8,2026-01-15,20:10:07
2135,874.510.369-01,825.074.691-02,Pix Enviado,10.93,2026-01-10,11:44:44
4323,403.182.657-53,851.672.349-64,Transferência,8.16,2026-01-23,18:29:35
2765,340.892.756-10,506.924.781-67,Saque Pix,325.29,2026-01-15,15:21:29
2449,267.940.315-07,602.138.497-04,Pix Recebido,62.2,2026-01-05,18:36:26
2134,673.185.204-07,294.867.315-19,Saque Pix,170.96,2026-01-09,18:31:08
624,192.358.604-15,687.203.154-90,Pagamento,86.24,2026-01-27,14:18:25
5207,978.650.312-03,932.718.460-22,Pix Enviado,19608.78,2026-01-03,02:42:59
2103,726.043.958-00,730.458.921-32,Pix Enviado,79.65,2026-01-02,15:00:05
2,701.326.548-90,539.867.201-03,Pix Enviado,10.27,2026-01-27,19:23:53
2368,450.971.386-00,786.923.540-74,Saque Pix,6.6,2026-01-03,22:51:41
3182,951.380.274-41,678.592.401-49,Transferência,41.06,2026-01-05,08:14:21
2209,634.510.872-35,310.748.562-44,Transferência,134.65,2026-01-25,09:20:55
1885,941.267.358-28,127.063.948-03,Transferência,31.54,2026-01-24,12:41:38
5024,693.415.728-19,159.043.287-88,Pix Enviado,148.12,2026-01-25,17:02:00
4602,630.459.872-65,659.438.017-66,Pagamento,77.88,2026-01-21,16:30:26
1870,695.132.704-16,392.061.754-16,Pagamento,47.75,2026-01-12,21:13:35
5177,306.927.145-61,843.076.192-69,Pix Enviado,1500,2026-01-09,23:41:27
1563,059.412.638-05,493.710.526-43,Transferência,55.41,2026-01-21,22:16:06
4423,570.349.681-01,459.102.768-67,Transferência,358.83,2026-01-08,18:19:21
5216,273.568.490-38,069.731.482-04,Pix Enviado,16119.34,2026-01-23,02:05:25
6,498.635.072-29,692.081.374-22,Pagamento,195.9,2026-01-23,18:16:07
775,145.370.268-71,835.460.719-48,Pix Recebido,13.22,2026-01-05,02:52:19
3407,291.806.534-05,641.305.897-84,Saque Pix,39.27,2026-01-24,10:55:35
237,185.324.697-28,164.753.029-61,Saque Pix,50.47,2026-01-27,18:33:05
1758,059.412.638-05,195.364.028-15,Transferência,21.68,2026-01-12,14:54:16
3065,867.945.301-39,587.623.149-55,Pagamento,32.79,2026-01-25,17:32:23
3468,913.025.468-05,073.852.491-32,Saque Pix,7.05,2026-01-10,08:14:54
774,423.079.615-34,908.216.743-31,Pagamento,50.38,2026-01-02,21:49:26
729,613.924.875-28,023.157.896-21,Pix Recebido,16.64,2026-01-24,21:48:16
3868,695.172.430-06,728.645.103-08,Saque Pix,26.13,2026-01-09,00:43:24
1841,873.645.201-71,294.631.805-24,Pix Enviado,184.77,2026-01-13,09:32:41
3959,540.873.916-39,358.709.642-29,Transferência,17.15,2026-01-03,13:46:04
4363,435.721.906-06,401.956.283-06,Transferência,27.3,2026-01-29,06:52:59
300,378.124.690-69,784.952.361-09,Pix Recebido,8.68,2026-01-09,09:51:39
4799,921.346.750-80,865.124.307-35,Pagamento,16.18,2026-01-07,18:10:50
331,815.437.906-66,187.042.693-22,Transferência,29.82,2026-01-23,22:30:03
4472,501.936.428-24,524.963.071-52,Saque Pix,40.67,2026-01-23,08:39:06
4655,967.528.304-10,340.892.756-10,Transferência,24.38,2026-01-13,09:03:27
4242,379.206.814-13,543.612.807-62,Saque Pix,35.53,2026-01-12,21:44:22
656,621.973.504-80,456.201.389-33,Saque Pix,33.53,2026-01-20,01:44:29
53,194.583.260-60,209.814.765-11,Transferência,147.76,2026-01-27,15:23:35
58,403.182.657-53,657.408.913-10,Pix Enviado,68.97,2026-01-01,06:27:36
1408,780.351.926-12,526.831.497-19,Transferência,26.81,2026-01-02,13:28:37
3362,593.716.824-00,401.956.283-06,Pix Enviado,44.34,2026-01-06,06:43:19
914,063.418.279-03,046.157.823-90,Saque Pix,58.89,2026-01-24,19:44:51
4444,635.092.714-16,561.379.248-82,Saque Pix,21.23,2026-01-17,17:38:04
4284,193.674.528-37,031.794.582-32,Saque Pix,27.26,2026-01-24,12:51:39
4201,923.150.784-23,815.437.906-66,Pix Enviado,40.8,2026-01-25,21:29:01
2077,513.480.629-24,214.068.397-87,Pix Recebido,8.39,2026-01-12,17:53:47
1118,325.479.061-80,749.326.150-43,Pix Recebido,82.15,2026-01-04,12:36:45
3612,892.053.741-05,609.837.421-03,Pagamento,62.81,2026-01-27,13:53:25
3844,062.371.594-52,187.042.693-22,Saque Pix,22.64,2026-01-10,23:26:42
3854,496.081.753-48,264.983.571-00,Pix Enviado,582.58,2026-01-09,07:17:56
3032,705.261.389-12,630.459.872-65,Transferência,9.08,2026-01-21,06:37:27
5154,268.079.541-58,540.896.217-20,Pix Enviado,100,2026-01-18,18:46:57
3505,635.092.714-16,852.391.647-46,Pix Enviado,21.66,2026-01-27,16:43:10
2560,593.106.728-03,825.074.691-02,Pix Recebido,10.34,2026-01-09,09:37:16
1001,180.645.723-71,401.956.283-06,Pagamento,12.37,2026-01-06,13:34:14
2768,531.760.428-17,635.092.714-16,Pix Recebido,52.02,2026-01-19,14:19:40
1878,784.351.690-57,329.168.470-22,Saque Pix,121.03,2026-01-18,19:12:29
2677,397.614.280-87,957.634.182-55,Saque Pix,33.85,2026-01-06,15:47:19
2432,586.793.402-00,350.276.184-17,Transferência,32.23,2026-01-08,10:54:34
1671,450.971.386-00,025.167.489-49,Pix Recebido,10.18,2026-01-02,05:36:33
1571,195.364.028-15,456.201.389-33,Pagamento,38.97,2026-01-30,19:54:17
2852,072.184.659-94,506.924.781-67,Pix Recebido,18.47,2026-01-26,21:02:37
1848,341.906.587-66,362.794.051-25,Pix Enviado,58.27,2026-01-23,06:34:54
573,194.583.260-60,871.543.069-39,Pix Enviado,109.33,2026-01-01,22:28:42
450,274.083.165-07,632.549.807-00,Saque Pix,73.55,2026-01-01,10:22:00
4177,780.364.952-10,285.734.960-29,Pagamento,63.24,2026-01-25,19:28:21
3757,698.031.452-15,736.541.829-09,Pagamento,9.38,2026-01-29,15:21:28
275,957.634.182-55,851.672.349-64,Pix Recebido,60.55,2026-01-17,23:10:52
2006,621.973.504-80,435.721.906-06,Pix Enviado,1.39,2026-01-15,18:39:58
397,529.607.843-83,206.791.835-40,Pix Enviado,16.26,2026-01-23,10:19:09
2759,427.150.893-41,247.159.863-37,Pix Recebido,83.66,2026-01-28,15:00:04
2136,763.298.045-83,587.623.149-55,Pagamento,24.16,2026-01-16,21:12:45
1682,039.285.471-60,310.748.562-44,Transferência,23.21,2026-01-18,14:15:14
4062,104.927.683-31,613.924.875-28,Transferência,36.81,2026-01-31,11:19:42
1018,813.729.654-91,296.518.073-77,Pagamento,127.19,2026-01-11,14:05:25
2857,194.867.250-20,932.768.045-65,Saque Pix,143.27,2026-01-13,16:21:54
3124,954.731.820-97,325.769.084-38,Pix Enviado,62.76,2026-01-19,10:04:40
2234,435.721.906-06,612.930.578-86,Transferência,4.43,2026-01-08,21:57:06
4597,826.043.157-26,341.586.027-26,Pagamento,839.76,2026-01-22,18:03:24
4027,068.427.953-38,321.075.869-77,Transferência,33.05,2026-01-21,10:29:25
3431,865.124.307-35,214.068.397-87,Saque Pix,31.06,2026-01-25,09:02:23
2635,381.462.795-46,291.806.534-05,Transferência,110.91,2026-01-07,20:49:27
1922,385.614.290-89,749.326.150-43,Pix Recebido,1.97,2026-01-09,21:59:22
4194,476.018.539-93,695.172.430-06,Pagamento,297.78,2026-01-20,13:18:24
